employment,income,dti,score,amount,tenure,emp_length,delinquencies,savings,utilization,default
0,53996,0.317,694,7401,36,1.7,1,11909.94,0.313,0
1,55468,0.35,752,16532,36,4.7,1,15672.43,0.274,0
0,72461,0.356,678,8971,24,3.5,2,21158.37,0.317,1
1,78925,0.457,648,28550,36,6.8,1,13460.09,0.407,0
0,42740,0.238,717,13583,36,2,1,17011.76,0.342,0
0,61467,0.315,752,13462,36,17.4,0,22651.6,0.288,0
0,75914,0.22,719,11466,48,3.9,1,22150.85,0.305,0
0,68482,0.343,712,12039,36,6.3,0,16843.81,0.317,0
0,53824,0.269,730,19165,36,15.9,0,20691,0.342,0
1,61413,0.304,719,27987,36,2.2,1,13532.92,0.304,1
1,64441,0.329,728,19707,60,0.6,1,25534.38,0.341,0
0,67891,0.322,719,10335,24,9.5,0,33828.14,0.293,1
0,71401,0.26,729,16943,24,4.5,0,18621.9,0.348,0
1,58769,0.229,736,9826,36,10.6,0,16376.51,0.355,0
0,66477,0.291,697,26449,48,0.6,1,23388.4,0.225,0
0,58441,0.261,689,7652,60,0.9,0,25087.14,0.426,1
0,56621,0.31,703,15593,48,2.7,0,18619.53,0.362,1
0,65515,0.211,730,13304,60,0.6,2,17041.76,0.311,0
1,44691,0.461,656,28216,24,2.2,5,14374.45,0.325,0
0,61166,0.381,711,27003,24,2,1,22936.32,0.279,0
0,43385,0.228,752,5807,36,0.6,2,29592.51,0.266,0
1,52788,0.404,662,14543,36,7,3,7267.36,0.341,1
1,49343,0.463,686,26641,12,0.5,3,8665.63,0.505,1
0,50980,0.31,745,13432,36,7.7,0,22272.51,0.316,0
1,59587,0.35,660,9513,60,0.5,1,11665.21,0.464,1
0,55164,0.321,759,15203,36,8.2,1,22109.53,0.267,0
1,62261,0.461,639,15082,60,1,2,11735.89,0.439,0
0,50216,0.293,715,29936,36,0.1,0,13536.47,0.259,0
1,66821,0.261,716,21825,36,0.7,2,19773.22,0.253,0
1,53397,0.244,711,9858,24,1.2,2,11638.13,0.386,0
0,72239,0.337,708,9471,24,1,1,15567.35,0.264,0
0,57121,0.297,704,7108,24,0,2,16383.58,0.301,1
0,55919,0.228,710,28355,36,3.8,3,12660.61,0.341,0
0,47144,0.369,702,24944,48,1,0,27339.07,0.336,1
0,65990,0.293,734,21137,12,12.3,0,17686.13,0.18,0
0,62848,0.369,740,8325,60,1.4,1,17605.46,0.3,0
0,57021,0.255,689,28273,36,2.6,1,22100.68,0.216,1
1,73000,0.263,750,28173,36,1.5,2,21199.09,0.375,0
1,60739,0.285,710,13436,60,1.5,2,16305.23,0.337,0
0,51383,0.218,594,9264,12,0.9,2,18608.06,0.381,0
0,47904,0.276,737,6511,24,0.8,0,22925.6,0.322,0
0,48106,0.257,744,7217,36,3.4,1,12870.72,0.361,0
0,66149,0.302,715,18388,36,1.1,0,20419.83,0.283,0
1,22304,0.464,701,20449,12,8.6,4,11854.3,0.573,0
0,65208,0.243,748,13317,12,6.3,1,18279.98,0.424,0
1,42978,0.327,641,15450,48,2.5,2,19099.27,0.597,0
0,53426,0.362,701,9689,24,5.4,0,21113.78,0.283,1
1,39893,0.383,646,25620,24,14,7,6878,0.443,1
1,57420,0.34,702,8134,24,0.3,1,16029.76,0.371,0
1,60195,0.246,701,12397,24,1.9,1,7803.68,0.298,0
0,89273,0.299,721,14445,12,0.4,2,12661.38,0.436,0
1,54469,0.261,725,16148,36,5.1,2,20363.74,0.285,0
0,49894,0.27,741,8994,36,1.6,0,17100.3,0.215,0
1,33212,0.438,566,10505,48,2.3,1,11050.13,0.371,0
0,58063,0.293,717,9800,36,2.5,1,18434.89,0.362,0
0,56172,0.344,725,25053,36,1,3,19230.19,0.216,0
0,59475,0.319,685,26009,36,3.2,1,19214.06,0.326,1
0,27826,0.491,660,19114,36,5.8,1,18573.07,0.493,1
1,59371,0.303,706,10843,24,1.7,0,12377.52,0.234,0
1,73298,0.353,701,25049,12,0.6,4,19603.77,0.398,1
0,45617,0.275,726,24558,36,0.3,1,25076.76,0.34,0
0,37848,0.409,642,20451,24,2.5,3,12852.21,0.482,0
0,68570,0.286,685,14171,36,0.7,1,5838.28,0.354,1
1,53649,0.451,660,9696,12,3.8,1,11780.31,0.396,0
1,69247,0.336,599,8935,48,5.6,2,16777.62,0.553,0
0,60786,0.237,738,16631,12,0.5,2,13228.56,0.407,0
0,52470,0.476,670,10918,24,1.7,3,32425.28,0.422,0
1,69405,0.411,643,6624,12,2,3,29986.45,0.491,0
1,47623,0.258,714,14675,60,1.3,2,29279.06,0.36,0
1,36724,0.384,616,24869,60,2.8,2,23346.17,0.624,0
0,63192,0.222,691,14087,36,9.8,1,23607.89,0.295,0
0,47391,0.28,720,14944,36,8,2,19035.67,0.348,0
1,59005,0.319,656,10388,36,2.4,3,15189.75,0.296,1
0,49236,0.309,719,11263,36,11,1,10920.4,0.338,0
1,32060,0.496,631,19005,36,15.4,0,9578.55,0.524,0
1,62141,0.296,686,25269,12,3.3,2,9818.06,0.301,1
1,54827,0.319,688,27615,36,3.3,2,18968.74,0.311,1
1,43574,0.262,690,13931,24,4.7,1,21080.12,0.43,1
1,63946,0.284,707,22151,36,4,1,13977.85,0.32,0
0,62979,0.273,693,10771,36,0.8,0,19633.95,0.32,1
0,55742,0.189,721,21002,36,2.1,4,21353.69,0.239,0
0,64873,0.338,707,14372,36,8.6,1,27811.1,0.279,0
1,34497,0.4,601,10019,36,3.8,2,7610.82,0.441,0
0,46693,0.346,707,17226,24,3.7,2,24985.28,0.273,1
1,57026,0.265,715,28983,36,5.4,0,17790.4,0.329,0
0,72531,0.224,720,24635,48,2.4,1,23883.21,0.31,0
0,44644,0.287,718,22167,36,3.4,1,17304.74,0.282,0
0,65149,0.361,718,22218,60,3.7,1,21379.3,0.319,0
0,72434,0.364,739,15246,48,4,2,21565.27,0.283,0
1,76233,0.272,721,8231,36,2.4,1,18157.78,0.385,0
0,62386,0.319,693,24755,48,1.9,1,24183.26,0.326,1
0,65097,0.218,713,19269,36,4.8,1,19581.76,0.285,0
1,37944,0.295,693,7767,36,10.6,0,25570.07,0.335,1
0,56770,0.344,718,18643,24,1.4,0,25304.7,0.24,0
0,53382,0.381,748,29665,24,4.8,1,21943.25,0.247,0
0,54209,0.274,718,13068,36,4.7,1,23185.45,0.3,0
0,56675,0.37,586,25503,24,21,3,14821.28,0.507,0
0,51537,0.271,754,9043,12,4.7,1,22674.55,0.349,0
1,68567,0.34,745,6761,24,6,1,21882.09,0.225,0
1,61789,0.397,696,19521,24,0.4,4,12169.66,0.627,0
0,54998,0.35,716,16711,24,1.9,0,22136.02,0.262,0
0,49299,0.293,728,13306,36,0.7,1,23543.46,0.3,0
1,28011,0.413,608,12088,36,3.2,2,19895.19,0.389,0
0,51945,0.327,716,20805,36,2.1,1,21043.7,0.248,0
1,48782,0.266,753,20979,24,1.5,3,17808.21,0.26,0
0,58735,0.267,726,23907,24,2.5,2,12191.88,0.282,0
0,78189,0.277,746,26803,36,0.2,1,12373.7,0.244,0
1,63467,0.359,723,14428,48,1.4,0,22647.37,0.267,0
1,45277,0.225,653,16080,48,0.7,0,19737.16,0.544,0
0,48467,0.366,741,15580,48,3.5,0,15736.11,0.388,0
1,38084,0.368,582,8355,48,2,1,12960.3,0.421,0
1,68188,0.3,747,20281,36,23.6,0,26086.75,0.327,0
0,62656,0.278,764,7505,48,2.2,2,18614.93,0.314,0
1,46513,0.326,706,16972,36,1.9,4,13989.51,0.45,1
0,91521,0.174,701,13281,36,0.4,1,29183.74,0.231,0
0,47630,0.331,764,7305,60,3.6,1,15344.34,0.268,0
1,71062,0.421,698,6313,24,0.3,0,23644.11,0.254,1
1,51696,0.305,718,6676,24,0.7,2,25336.69,0.298,0
0,59879,0.262,725,29742,48,1.9,1,29512.77,0.411,0
0,61114,0.43,726,5886,36,4.9,0,10188.02,0.332,0
0,71623,0.347,728,19209,12,2.3,2,14241.16,0.239,0
0,49463,0.321,760,29159,12,2.2,1,13847.08,0.331,0
0,60022,0.326,694,18315,24,6.2,3,21137.57,0.232,1
0,51605,0.263,709,28764,36,0.2,1,19387.84,0.278,0
0,58076,0.256,758,18572,36,8.6,2,32464.18,0.242,0
0,56768,0.513,636,27394,36,1.4,2,16993.47,0.467,0
0,69386,0.33,721,19632,24,6.8,0,27092.89,0.385,1
1,68111,0.331,656,5164,60,0.1,2,11662.65,0.502,1
0,51244,0.211,733,25846,36,1.2,1,16815.48,0.31,0
0,55058,0.347,691,25558,48,0.4,0,21193.74,0.286,1
0,63078,0.285,699,29642,12,2.6,1,18028.49,0.325,0
0,54156,0.243,701,29241,24,4.5,0,23291.7,0.319,0
1,51408,0.335,664,21361,48,1.1,3,18308.32,0.478,0
1,58551,0.314,726,12659,24,0.9,1,22015.77,0.373,0
1,61436,0.38,659,28880,36,7,0,26769.67,0.336,1
1,59426,0.327,676,9512,24,6.4,2,21718.5,0.258,1
0,70216,0.304,719,17363,60,1.4,2,20639.48,0.332,0
0,47768,0.301,672,18620,48,4,3,20094.07,0.318,1
0,57301,0.278,739,17761,36,6.3,0,13654.38,0.28,0
0,54876,0.212,696,13170,24,0.5,0,20421.59,0.396,1
0,67382,0.269,760,13420,36,0.5,2,25144.82,0.327,0
0,68544,0.253,715,18974,48,4,1,20701.23,0.311,0
0,67946,0.255,705,13982,36,9.6,0,24424.42,0.265,0
0,69857,0.299,722,17778,36,4.4,1,19206.85,0.346,0
1,62130,0.415,730,10648,60,1.1,3,16422.81,0.421,1
1,62574,0.293,691,12333,24,4.9,0,23711.13,0.231,0
0,63868,0.272,680,20385,36,8.8,2,21121.98,0.207,0
1,32846,0.49,649,21254,36,0.8,0,10279.94,0.332,0
0,63506,0.288,715,18140,36,5.2,2,26369.95,0.31,0
1,58718,0.381,615,29140,36,1.5,3,13421.39,0.379,0
0,51485,0.256,704,7650,36,2.7,0,20217.87,0.374,1
0,42608,0.344,681,22112,36,2.5,1,25003.82,0.385,1
1,67534,0.383,717,8342,36,4.4,0,27838.75,0.191,0
0,66405,0.334,710,13227,24,7.5,0,21765.08,0.267,0
1,45590,0.262,737,11187,48,3.1,2,25255.51,0.235,0
0,69154,0.201,723,5413,36,1.8,1,20135.51,0.248,0
0,65345,0.292,746,28195,36,4,1,19053.11,0.343,0
1,44352,0.309,702,21188,60,1.5,0,15920.48,0.29,0
1,36533,0.285,609,23282,36,4.4,4,24003.04,0.534,0
0,61665,0.275,724,12378,36,4.2,2,25523.44,0.241,0
0,68484,0.317,721,15583,12,12.8,0,19549.53,0.259,0
0,45212,0.369,743,19388,48,2.5,1,14921.81,0.316,0
0,49772,0.266,732,17333,12,11.1,3,18550.79,0.233,0
1,52167,0.255,706,20961,24,2.4,0,25458.56,0.29,0
0,52493,0.267,707,29223,36,11.6,1,24485.84,0.321,0
0,61176,0.313,684,25193,36,5.3,0,23906.21,0.343,1
0,72180,0.259,706,29714,48,13.8,1,18467.46,0.17,0
1,68762,0.207,725,14439,36,9.1,1,28473.41,0.311,0
0,61252,0.383,727,12777,48,6.6,2,20618.81,0.387,0
1,71843,0.228,699,6278,48,7.9,0,23984.7,0.242,0
1,44246,0.344,669,8630,48,5.8,1,17512.02,0.558,1
1,41597,0.206,759,7604,36,1,1,25973.11,0.175,0
0,39619,0.362,701,8632,12,1.9,2,17439.92,0.418,1
1,46244,0.302,769,21092,36,1.6,1,17234.51,0.328,0
1,53140,0.267,743,25241,36,5.9,0,23585.86,0.326,0
1,64625,0.315,680,14298,48,2.8,1,15420.26,0.357,1
1,75003,0.347,676,18480,24,2,0,22959.77,0.34,1
0,61697,0.226,701,7936,60,3.8,1,19168.03,0.32,0
0,55222,0.33,717,9281,12,5.4,1,19628.97,0.296,0
0,81430,0.31,715,29753,24,0.9,0,21885.74,0.373,1
1,68203,0.225,773,14554,24,2.3,0,26771.2,0.323,0
0,89885,0.458,645,27235,60,4.3,0,17995.94,0.459,0
1,8284,0.309,618,6635,24,5.6,1,9800.75,0.537,0
0,57060,0.261,719,19419,36,0.6,1,23270.72,0.281,1
1,64754,0.377,730,12754,24,9,2,9043.69,0.373,0
0,57333,0.246,727,8436,48,3,2,25906.34,0.19,0
1,63853,0.35,699,25673,36,4.7,3,19612.02,0.277,1
0,66489,0.353,696,10588,36,5,1,18076.7,0.325,1
0,66939,0.388,735,20030,60,4.6,0,22107.66,0.3,0
1,55761,0.321,691,17247,36,3.9,1,19787.27,0.316,1
0,60961,0.325,721,19361,36,0.3,1,16124.86,0.312,1
1,41246,0.417,660,28738,36,3,3,18115.55,0.541,0
1,69265,0.662,569,6612,24,0.9,2,31049.06,0.473,0
0,74227,0.311,723,8092,48,18.6,0,22373.85,0.3,0
0,54365,0.252,622,26509,36,0.8,2,10679.87,0.437,0
1,43715,0.266,659,16056,24,2.1,3,18624.75,0.344,1
0,57543,0.313,760,9343,36,1.3,1,23867.41,0.314,0
1,18825,0.355,598,14312,48,1.6,2,15599.83,0.51,0
0,60781,0.229,693,22487,48,0.5,1,24080,0.232,0
0,59634,0.28,717,10362,36,1.5,0,25055.52,0.238,0
1,64236,0.375,698,8398,36,13.4,0,20822.46,0.274,1
0,67910,0.357,744,22673,12,3,1,18002.73,0.305,0
0,72724,0.315,719,26367,12,0.2,1,21918.86,0.282,1
0,62892,0.273,722,15226,36,20,1,17038.2,0.358,0
0,52670,0.267,689,9766,48,5.3,1,13672.86,0.256,0
1,49001,0.345,594,6447,12,0.8,7,6997.52,0.406,0
1,60796,0.321,700,19668,24,1.4,1,17723.55,0.218,0
0,54264,0.276,683,6094,12,5.6,0,27360.44,0.322,0
0,69015,0.526,763,26315,48,1.8,3,7710.92,0.6,1
0,75287,0.291,653,20542,48,16.7,1,16541.66,0.365,1
0,58505,0.289,710,8436,24,4.9,1,21234.52,0.3,0
0,50806,0.223,693,9988,24,9.2,0,22298.48,0.321,0
1,62435,0.23,703,20599,48,5.8,1,16074.46,0.313,0
0,61984,0.328,702,9330,48,5.1,0,20484.49,0.283,1
1,91784,0.436,678,12586,12,1.4,3,11654.87,0.259,1
0,61434,0.353,748,14538,36,18.1,0,14266.56,0.163,0
0,69243,0.368,723,23071,36,2.4,0,16915.55,0.308,0
0,48937,0.225,762,23218,24,5.4,1,23485.83,0.309,0
1,45211,0.28,738,27933,12,8.9,0,28770.68,0.334,0
1,71972,0.415,673,23095,24,2,1,23006.21,0.291,1
0,60379,0.358,709,29304,24,5.1,2,21160.52,0.282,1
0,72716,0.22,720,19383,24,2.6,2,13229.11,0.356,0
0,75724,0.3,687,19654,36,7,1,18868.53,0.2,0
0,47204,0.376,708,9457,36,3.1,0,25296.75,0.342,0
0,51483,0.218,694,10961,60,0.1,2,25641.55,0.387,1
0,64920,0.329,725,25359,36,4,1,16852.89,0.387,1
0,58174,0.298,671,17139,24,7.3,1,21906.84,0.223,1
1,46955,0.309,710,19390,36,4.9,2,17755.08,0.327,1
1,38902,0.41,652,13451,36,4.2,1,9700.93,0.539,0
0,71867,0.277,732,13584,48,12,2,19686.52,0.269,0
1,55287,0.283,697,27962,12,1.3,0,23537.99,0.308,0
0,67797,0.37,760,6430,36,3.6,1,18612.3,0.374,0
0,57537,0.269,686,28821,24,2.1,1,15832.83,0.275,0
0,53933,0.325,702,21862,24,0,1,20461.16,0.323,0
0,61905,0.247,716,13713,60,0.4,1,14443.1,0.24,0
0,52690,0.228,714,9792,36,13,1,20777.78,0.367,0
0,48322,0.33,727,15703,24,4.2,2,18884.64,0.363,1
0,57402,0.422,698,5556,60,15.8,1,31447.21,0.256,1
0,52885,0.313,699,18580,48,2.5,0,25672.01,0.267,0
0,39551,0.507,623,20844,36,3,3,4888.13,0.31,0
0,74784,0.491,680,12944,60,4.2,2,5514.48,0.453,0
1,56770,0.591,681,12603,36,2.4,1,24078.1,0.476,0
0,68816,0.264,765,24054,48,4.1,0,16750.17,0.251,0
0,51387,0.272,710,26916,36,5.2,1,30116.51,0.298,0
0,56390,0.326,709,20443,48,4.2,0,21315.08,0.304,0
0,62693,0.229,714,8614,48,2.8,1,28724.94,0.393,0
0,68696,0.429,707,25372,12,5.9,1,19076.99,0.335,0
0,82313,0.348,699,27557,36,1.5,0,17141.53,0.318,1
0,77360,0.289,726,16179,24,9.2,2,15569.93,0.224,0
0,58415,0.397,670,8419,24,0.4,0,26048.28,0.291,1
1,67083,0.225,728,7368,48,21.9,0,21616.74,0.336,0
0,43766,0.305,717,14456,36,0.2,3,29753.31,0.275,0
0,80421,0.386,749,15542,36,0.1,2,14527.25,0.204,0
0,54642,0.249,724,27339,36,7.4,1,28335.91,0.329,0
0,65996,0.252,693,13861,48,4.7,1,16217.23,0.336,0
1,42578,0.315,723,15200,36,7.4,0,22871.44,0.213,0
1,58110,0.318,717,29182,24,1,1,20945.78,0.362,1
0,60322,0.378,698,29747,48,2.6,0,18980.55,0.28,1
0,65793,0.371,744,27813,36,2.8,1,22234.19,0.291,1
1,39464,0.418,659,16529,24,3.9,2,16991.13,0.447,0
0,78846,0.241,719,22463,36,0.3,1,26554.07,0.298,0
0,58559,0.354,713,9416,36,1,2,25963.67,0.237,0
1,48387,0.286,620,18809,48,0.2,4,19270.48,0.461,0
0,64942,0.571,630,23310,36,1.1,2,18176.88,0.464,0
0,57963,0.304,694,25300,36,4.7,1,20986.45,0.446,1
1,71665,0.29,691,8412,36,1.4,0,17806.99,0.362,0
1,64872,0.331,714,12964,48,5.4,2,22871.33,0.431,1
0,56975,0.289,675,24136,48,8.8,1,16071.42,0.31,1
0,58699,0.238,706,26995,36,1.1,2,20886.94,0.297,0
1,59064,0.31,682,10528,48,3.7,3,18697.83,0.34,0
1,43077,0.276,704,10511,36,5.6,3,20026.1,0.344,0
1,33901,0.444,678,23004,48,2,3,4511.45,0.585,0
0,58725,0.272,753,16930,36,3,0,18062.41,0.289,0
0,72553,0.346,781,17156,36,0.6,1,15028.78,0.218,0
0,63832,0.367,722,26398,12,0.6,1,18304.33,0.298,0
1,55212,0.344,687,14190,24,2.6,2,27481.29,0.294,1
1,65256,0.32,702,8705,24,2,2,8560.49,0.508,1
1,67452,0.34,694,23783,60,3.3,2,29486.06,0.308,1
1,55128,0.379,713,19499,12,1.7,2,27893.84,0.311,1
0,68168,0.324,724,15881,48,2,0,21618.71,0.359,1
0,63421,0.212,709,9343,36,4.3,1,16759.41,0.323,0
1,45491,0.279,747,18976,36,3.4,1,15486.04,0.36,0
0,64590,0.316,687,28755,48,14.8,1,15489.57,0.379,1
0,70729,0.357,730,8082,48,7.2,0,24871.87,0.265,0
0,62505,0.323,719,18490,36,0.1,1,13157.04,0.27,0
0,59045,0.347,708,25364,36,2.2,2,15768.81,0.353,1
0,72711,0.306,696,12185,36,20.5,0,20226.56,0.238,0
0,54919,0.252,737,6819,36,7,2,27314.93,0.376,0
0,63291,0.374,715,9034,60,2.2,0,26602.24,0.292,1
1,70386,0.247,713,27600,24,13.9,1,24072.35,0.296,0
1,61989,0.298,743,12924,24,3.5,2,17801.48,0.309,0
1,66962,0.264,682,14716,36,1.6,0,17930.48,0.281,1
0,51270,0.276,707,14681,36,1.3,1,22352.38,0.376,1
0,86420,0.408,711,16516,36,15.7,0,25254.85,0.329,1
0,44689,0.252,723,20316,36,1.4,1,26582.56,0.313,0
0,35506,0.379,652,7926,36,1.8,2,13073.11,0.527,0
1,46042,0.288,713,15279,48,15.2,3,13942.73,0.306,0
0,66329,0.209,737,21645,48,0.6,2,16255.93,0.316,0
1,54579,0.433,791,27708,12,5.8,5,12250.73,0.402,1
0,66079,0.289,688,25016,48,0.2,1,19910.83,0.294,0
1,27150,0.302,694,18413,36,5.1,2,12704.75,0.433,1
0,66353,0.332,752,10220,36,4,2,29873.91,0.277,0
1,63635,0.479,582,27060,36,10,2,9856.35,0.535,0
0,67015,0.347,697,26813,24,10.5,0,22628.36,0.324,0
1,28596,0.275,611,16195,48,0.7,1,12798.14,0.457,0
0,68431,0.252,731,18872,48,1.1,1,22655.46,0.232,0
0,58207,0.389,757,8288,36,2.3,1,23664.08,0.288,0
0,71966,0.356,740,20257,48,8.6,0,23896.04,0.321,0
0,53076,0.318,715,24990,36,8.6,0,20509.59,0.28,0
1,31175,0.308,629,13604,36,0.4,1,5251.2,0.313,0
0,56944,0.347,707,25082,48,4.2,1,14032.44,0.353,1
1,58854,0.253,726,6734,36,3.1,1,23995.26,0.297,0
1,57889,0.246,733,25944,12,12.9,1,22092.21,0.262,0
0,41663,0.374,720,9637,24,2.9,0,18548.23,0.232,0
1,72300,0.336,755,20881,48,0.1,1,17258.19,0.26,0
0,62493,0.329,695,5882,60,1.4,2,27462.64,0.329,0
1,64158,0.304,718,6605,24,25.6,0,22788.76,0.201,0
0,68272,0.356,694,5301,36,2.8,3,22972.05,0.205,0
0,62955,0.287,737,10950,36,9.9,0,19922.25,0.375,0
0,48612,0.251,703,22054,60,17.4,1,17292.94,0.302,0
1,78290,0.331,601,25649,36,2.7,2,6046.67,0.504,0
1,57865,0.309,766,25739,36,12.3,1,23467.95,0.354,0
0,40207,0.249,673,26347,60,1.4,0,24923.89,0.317,1
1,74779,0.274,730,16814,48,0.7,1,12930.05,0.323,0
0,62671,0.287,705,11449,36,3.5,0,26835.5,0.262,0
0,54114,0.496,592,5350,36,1.3,1,7548.18,0.463,0
0,73112,0.336,759,16622,36,0.5,1,15699.81,0.198,0
0,50993,0.389,779,27782,36,1.1,0,18168.47,0.348,0
0,86320,0.527,696,6772,48,3.8,0,4723.62,0.55,1
1,62731,0.27,696,5383,24,3.9,2,17840.97,0.345,1
0,47622,0.153,735,29352,24,0.8,0,21227.35,0.329,0
0,53924,0.347,699,23301,36,1.6,0,24456.14,0.25,0
0,57745,0.284,718,16552,48,1.9,0,12833.46,0.217,0
1,74960,0.262,685,7214,36,0,1,20261.67,0.267,1
1,78486,0.299,710,7362,48,5.2,1,13978.58,0.171,0
0,68968,0.356,732,27256,36,1.7,3,29677.52,0.3,0
0,66091,0.364,728,5568,12,4.6,1,14165.84,0.272,0
1,42476,0.407,754,7751,12,1.1,1,18826.11,0.314,0
1,57966,0.407,631,12963,60,2,3,17036.43,0.482,0
0,50481,0.234,712,27460,48,0.9,2,21804.36,0.197,0
0,63538,0.284,748,25350,36,3.4,1,20717.49,0.299,0
1,64109,0.39,662,15471,48,3.2,2,16287.98,0.415,0
1,63061,0.259,756,16019,36,4,0,9092.92,0.192,0
0,51524,0.353,716,26093,36,24.9,1,17672.75,0.313,0
1,52525,0.343,701,24439,12,1.7,1,20722.37,0.307,1
0,66578,0.224,712,20584,48,2.4,2,16563.42,0.296,0
1,91099,0.236,728,25038,60,8.3,1,11329.11,0.282,0
1,64386,0.34,736,29316,12,0.2,0,28187.07,0.375,0
1,74164,0.265,732,24323,48,3.4,4,11072.17,0.283,0
1,55041,0.325,713,28941,36,5.5,1,30232.11,0.302,0
0,53755,0.206,681,22845,60,0,1,22600.44,0.242,0
1,51936,0.258,727,25158,60,1.8,2,13460.96,0.185,0
1,81549,0.381,680,7074,48,2.2,0,24648.1,0.315,1
1,61802,0.353,612,19788,24,4.1,4,19164.5,0.521,0
0,69864,0.296,721,27813,36,0,0,23206.11,0.382,0
1,45668,0.289,719,25587,36,8,1,16944.24,0.256,0
1,61428,0.407,677,21467,24,0.3,5,9089.81,0.375,1
0,49066,0.458,545,18447,36,2.2,0,17161.19,0.349,0
1,45170,0.279,720,27603,24,0.4,2,23390.22,0.249,0
0,61416,0.275,702,13791,60,1.2,1,22907.19,0.337,0
1,62105,0.36,678,25790,36,6.6,0,16830.79,0.308,1
0,70177,0.3,710,8424,12,0.7,1,21225.32,0.309,1
1,41599,0.322,686,9103,48,1.3,0,11962.55,0.148,1
0,62431,0.306,713,16957,36,10.8,1,19359.49,0.238,0
0,38303,0.291,724,29414,36,8.9,1,23174.85,0.291,0
0,53380,0.328,711,22441,36,0.7,0,20024.93,0.341,0
0,70711,0.376,737,11517,60,1.6,2,17412.68,0.271,0
0,41234,0.359,719,28292,24,2.3,1,29017.52,0.221,0
0,49758,0.29,736,6188,36,1,1,20313.84,0.326,0
0,50056,0.309,737,10808,36,20.7,0,22014.86,0.316,0
0,55907,0.281,735,16695,36,4.4,0,25369.77,0.28,0
0,54741,0.277,751,21357,60,0.2,1,21040.58,0.282,0
0,57271,0.329,745,10273,48,4.9,2,15313.13,0.301,0
0,57300,0.312,744,17886,24,0.4,0,7969.12,0.259,0
1,63113,0.224,715,23205,48,3,0,21498.71,0.262,0
0,42622,0.319,725,29901,36,4.2,0,30433.72,0.268,0
0,62985,0.299,756,22213,36,2.7,1,12042.89,0.286,0
1,52027,0.507,587,12099,24,4,3,7717.61,0.42,0
1,37387,0.357,722,6788,24,1.8,3,15190.06,0.477,1
1,62253,0.313,710,13710,36,1.9,0,18193.35,0.361,0
1,60383,0.365,603,11095,48,1.2,3,17068.78,0.552,0
0,80642,0.261,693,10798,12,4.8,3,15307.54,0.308,0
1,69625,0.306,728,12752,12,2.7,4,26579.54,0.343,0
0,55123,0.3,701,22058,36,15.5,1,32182.28,0.384,1
0,32609,0.321,718,15460,24,2.8,1,18374.81,0.329,0
0,63131,0.365,720,12241,36,1.4,1,16142.08,0.321,1
0,61259,0.291,741,19774,48,2.9,3,20260.57,0.264,0
1,50017,0.33,736,23591,24,2.1,1,21560.03,0.337,0
1,70589,0.346,656,29126,12,0,3,12196,0.507,0
0,52508,0.344,706,18806,24,3.4,2,22067.92,0.386,1
1,67557,0.459,759,23313,48,0.7,1,13112.59,0.302,0
0,50224,0.364,734,29792,24,1.5,2,21899.06,0.272,0
1,70410,0.261,750,13246,24,3.8,1,10408.69,0.236,0
1,59885,0.346,724,21511,60,18.1,0,16818.75,0.324,0
0,53695,0.229,726,15419,36,9.2,2,20744.13,0.349,0
0,69278,0.255,708,29256,36,2.5,0,19805.08,0.333,0
0,67184,0.282,713,21717,24,5.2,0,24421.94,0.344,0
0,48429,0.344,707,18724,36,9.2,1,20498.76,0.287,0
0,51957,0.322,728,24552,60,1.3,1,22315.81,0.31,0
1,83437,0.209,704,10270,48,2,0,14918.4,0.356,0
0,54337,0.253,749,9194,36,1.8,3,24846.14,0.32,0
0,52830,0.277,716,27226,24,6.6,1,27011.26,0.245,0
0,71328,0.35,713,16404,36,3.4,1,10868.02,0.309,0
1,60444,0.382,680,26052,48,0.1,1,27104.65,0.2,0
0,55632,0.381,726,7572,36,2.1,1,28502.33,0.283,0
0,60176,0.336,749,17205,36,6.1,2,22643.59,0.337,0
0,65510,0.345,738,19507,36,13.4,2,29840.68,0.182,0
0,44288,0.359,696,19717,48,8.6,1,28496.79,0.42,1
0,63583,0.376,733,27140,48,0.2,1,11645.78,0.303,0
0,55933,0.459,716,11513,36,1.6,3,9966.42,0.513,1
0,60894,0.408,627,15922,36,1.9,1,12189.46,0.428,0
0,60147,0.275,701,27781,60,2.8,0,22814.41,0.313,0
0,58161,0.264,722,24920,36,2.4,1,12188.21,0.291,0
0,47140,0.238,749,8313,48,0.9,1,26323.49,0.22,0
0,62328,0.309,701,25466,24,3.8,0,29425.73,0.355,1
0,51657,0.172,728,5067,36,17.9,1,19841.46,0.29,0
1,42370,0.304,682,25410,36,0.1,1,10030.49,0.241,0
0,71840,0.342,728,19484,36,15.7,1,23360.05,0.228,0
1,50888,0.334,667,21372,48,0.5,5,3661.67,0.413,1
0,56407,0.294,719,10409,48,9.6,1,13444.59,0.348,0
0,52658,0.319,745,14451,36,4.1,1,22509.71,0.306,0
0,65009,0.254,715,13007,36,3.5,0,21773.89,0.302,0
1,59034,0.295,727,26222,36,6.4,0,27336.58,0.3,0
1,43695,0.412,725,20243,48,5.2,1,26138.36,0.331,0
0,49552,0.343,739,24580,24,5.8,0,29025.25,0.303,0
0,47691,0.317,712,21064,12,0.2,0,21630.62,0.3,0
